"","bd","soc","ph_cacl2","sand","clay","depth","structsize","structtype","surf_geology","province","hzn_desg"
"72416",1.4,0.7,7.400000095,55.4,32,45.5,"medium","subangular blocky","residual materials developed in igneous and metamorphic rocks","intermountain semi-desert and desert province","Bk"
"154911",1.5,0.9,6.5,29.7,32.7,43,"medium","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","great plains-palouse dry steppe province","Bt"
"172481",2,0.4,4.900000095,70.3,6.1,140,"thick","platy","glacial till sediments, mostly sandy, thin","adirondack-new england mixed forest-coniferous forest-alpine meadow province","Bx"
"52160",1.3,0.3,7.900000095,26.7,26.5,185,"medium","subangular blocky","colluvial sediments, discontinuous","great plains-palouse dry steppe province","Bk"
"157293",0.9,15,6,7.2,33.6,28,"medium","subangular blocky","glacial till sediments, mostly silty, thick","eastern broadleaf forest (continental) province","O"
"139865",1.3,1.1,6.099999905,9.6,30.3,35,"medium","subangular blocky","eolian sediments, mostly loess, thick","great plains steppe province","Bt"
"185003",1.5,0.9,6.5,52.9,13.5,43,"medium and coarse","subangular blocky","proglacial sediments, mostly coarse-grained, thick","prairie parkland (temperate) province","B"
"194967",1.4,0.6,4.300000191,25.8,2.7,38,"fine","platy","proglacial sediments, mostly coarse-grained, thin","laurentian mixed forest province","E"
"164238",1,2.6,4.5,25.1,37.1,25.5,"very fine and fine","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","","Bt"
"177131",1.5,0.6,5.800000191,37.2,9,61,"thick","platy","glacial till sediments, mostly silty, thin","adirondack-new england mixed forest-coniferous forest-alpine meadow province","Bx"
"165038",1.2,1.2,5.699999809,4.4,26.3,105,"fine","subangular blocky","alluvial sediments, thick","prairie parkland (temperate) province","B"
"21803",1.5,1.1,7.900000095,13.4,49.9,52.5,"medium","blocky","colluvial sediments and residual material","southwest plateau and plains dry steppe and shrub province","Bt"
"141899",1.5,0.6,5.599999905,33.8,28.3,36,"medium","subangular blocky","residual materials developed in bedrock, discontinuous","eastern broadleaf forest (oceanic) province","Bt"
"8883",1.4,1.3,6.5,26.2,48.8,21.5,"medium","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","southwest plateau and plains dry steppe and shrub province","Bt"
"150596",1.3,0.1,7.400000095,8.7,49.7,107,"coarse","prismatic","glacial till sediments, mostly silty, thick","prairie parkland (temperate) province","Bt"
"46429",1.5,0.6,4,47.1,20.1,41.5,"medium","subangular blocky","residual materials developed in carbonate rocks, discontinuous","central appalachian broadleaf forest-coniferous forest-meadow province","Bt"
"143230",1.4,0.5,4.699999809,1,41.4,71.5,"fine and medium","subangular blocky","glacial till sediments, mostly silty, thick","prairie parkland (temperate) province","Bt"
"132768",1.8,0.5,7.699999809,32.1,23.4,156.5,"very thick","platy","glacial till sediments, mostly silty, thick","eastern broadleaf forest (continental) province","Bt"
"156330",0.9,0.9,5.599999905,71.5,5.6,33,"fine","subangular blocky","volcanic rocks, basaltic and andesitic","sierran steppe-mixed forest-coniferous forest-alpine meadow province","BA"
"200797",1.6,0.1,6.800000191,32.2,41.5,137,"coarse","subangular blocky","proglacial sediments, mostly fine grained, thin","laurentian mixed forest province","Bt"
"183027",1.6,1.4,5.300000191,55.9,16.6,7.5,"fine and medium","subangular blocky","glacial till sediments, mostly clayey, thick","laurentian mixed forest province","Ap"
"77165",1.3,0.2,6,4.4,60,190.5,"coarse","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","prairie parkland (temperate) province","Bt"
"80227",1.6,0.2,5.5,4.8,47.9,63,"medium","prismatic","proglacial sediments, mostly fine grained, discontinuous","eastern broadleaf forest (continental) province","Bt"
"206208",1.4,0.8,7.900000095,67.4,11.3,133.5,"medium","subangular blocky","residual materials developed in fine-grained sedimentary rocks","great plains-palouse dry steppe province","A"
"125333",1.5,0.6,5.099999905,25.3,19.3,47,"medium","angular blocky","residual materials developed in igneous and metamorphic rocks","central appalachian broadleaf forest-coniferous forest-meadow province","Bt"
"170830",1.4,0.9,7.400000095,75.1,11.9,32.5,"coarse","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","great plains-palouse dry steppe province","A"
"7013",1.4,0.2,7.099999905,10.6,49.9,87.5,"medium and coarse","angular blocky","coastal zone sediments, mostly fine-grained","southeastern mixed forest province","Bk"
"139178",1,2.7,5.400000095,65.7,11.8,4,"fine","granular","residual materials developed in igneous and metamorphic rocks","southern rocky mountain steppe-open woodland-coniferous forest-alpine meadow province","A"
"197523",1.4,0.3,4.599999905,20.9,30.2,108,"fine","angular blocky","residual materials developed in igneous and metamorphic rocks","pacific lowland mixed forest province","B"
"93331",1.5,0.4,5.699999809,28.1,37.4,72,"coarse","prismatic","residual materials developed in alluvial sediments","outer coastal plain mixed forest province","Bt"
"44199",1.6,0.1,6.099999905,39.3,21.8,177,"medium","subangular blocky","residual materials developed in alluvial sediments","eastern broadleaf forest (continental) province","Bt"
"134890",1.3,0.5,7.800000191,35.9,25.3,122,"medium","subangular blocky","eolian sediments, mostly dune sand, thin","great plains-palouse dry steppe province","B"
"193264",1.8,0.4,4.300000191,51.8,5.5,33,"thin","platy","proglacial sediments, mostly coarse-grained, thick","laurentian mixed forest province","B"
"136463",1.3,1.2,7.800000191,12.7,45.4,21,"medium","angular blocky","alluvial sediments, thin","great plains-palouse dry steppe province","B"
"98224",0.6,6.2,6.300000191,56.7,9.7,14,"fine","subangular blocky","residual materials developed in carbonate rocks, discontinuous","sierran steppe-mixed forest-coniferous forest-alpine meadow province","A"
"9798",1,0.1,4.599999905,46.2,51.8,137,"coarse","subangular blocky","residual materials developed in carbonate rocks, discontinuous","outer coastal plain mixed forest province","Bt"
"184808",1.6,0.5,7.199999809,38.4,22.9,37,"very fine","subangular blocky","glacial till sediments, mostly silty, thick","laurentian mixed forest province","B"
"137140",1.3,0.4,4.400000095,29.7,33,102.5,"fine","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","sierran steppe-mixed forest-coniferous forest-alpine meadow province","Bt"
"39943",1.4,0.8,5.900000095,38.6,15.5,12.5,"medium","subangular blocky","volcanic rocks, rhyolitic","southern rocky mountain steppe-open woodland-coniferous forest-alpine meadow province","Bt"
"17549",1.6,0.9,5.300000191,63.6,7.5,28,"medium","subangular blocky","residual materials developed in fine-grained sedimentary rocks","southeastern mixed forest province","Ap"
"21294",1.1,1,7.5,6.8,48.1,22.5,"very fine and fine","subangular blocky","residual materials developed in fine-grained sedimentary rocks","prairie parkland (subtropical) province","A"
"20755",1.6,0.3,7.599999905,49.1,22.3,33,"fine","subangular blocky","alluvial sediments, thick","american semi-desert and desert province","Bt"
"90203",1.2,2,8,15,28.5,5,"medium","granular","alluvial sediments, thin","great plains-palouse dry steppe province","A"
"72806",1.2,0.8,4.199999809,5.2,56.3,71,"medium","angular blocky","residual materials developed in sedimentary rocks, discontinuous","prairie parkland (temperate) province","Bt"
"62784",1.6,0.5,5,21.5,30.5,92,"medium","subangular blocky","residual materials developed in fine-grained sedimentary rocks","california coastal chapparral forest and shrub province","Bt"
"23375",1.3,0.6,8.5,6.6,15.9,52.5,"fine and medium","subangular blocky","alluvial sediments, thick","american semi-desert and desert province","B"
"159794",1.5,0.9,5.400000095,50.8,12.7,35.5,"medium","subangular blocky","glacial till sediments, mostly silty, thin","laurentian mixed forest province","E"
"9795",1.3,0.4,4.5,62.7,32.4,34,"coarse","subangular blocky","residual materials developed in carbonate rocks, discontinuous","outer coastal plain mixed forest province","Bt"
"209411",1,0.8,5.800000191,68.4,1.9,31.5,"very fine and fine","subangular blocky","residual materials developed in igneous and metamorphic rocks","cascade mixed forest-coniferous forest-alpine meadow province","B"
"101040",1.3,1,4.5,28.8,34.5,54.5,"medium","subangular blocky","residual materials developed in igneous and metamorphic rocks","sierran steppe-mixed forest-coniferous forest-alpine meadow province","Bt"
"35540",0.5,11.5,3.400000095,60.1,12.2,5,"fine","granular","colluvial sediments, discontinuous","central appalachian broadleaf forest-coniferous forest-meadow province","A"
"16947",1.2,1.3,8,19.6,36.8,39.5,"fine and medium","subangular blocky","playa sediments","chihuahuan semi-desert province","A"
"204971",1,0.4,5.099999905,58.6,5.1,75,"medium and coarse","subangular blocky","residual materials developed in igneous and metamorphic rocks","cascade mixed forest-coniferous forest-alpine meadow province","B"
"77073",1.5,0.6,4.300000191,67,8,35.5,"medium","subangular blocky","colluvial sediments, discontinuous","central appalachian broadleaf forest-coniferous forest-meadow province","B"
"131317",1.3,0.1,8,32.2,18.9,100,"coarse","subangular blocky","eolian sediments, mostly loess, thin","great plains-palouse dry steppe province","B"
"163450",1.6,0.4,7.199999809,50.3,20,66,"medium","subangular blocky","glacial till sediments, mostly clayey, thick","eastern broadleaf forest (continental) province","Bt"
"164183",1.3,0.9,8,12,35.8,18,"medium","prismatic","lacustrine sediments","intermountain semi-desert province","Bt"
"99323",1.6,0.4,5.400000095,9,31.6,86.5,"fine","subangular blocky","residual materials developed in carbonate rocks, discontinuous","eastern broadleaf forest (continental) province","Bx"
"67792",1.5,1.7,7.400000095,27.1,35,57,"fine and medium","subangular blocky","residual materials developed in fine-grained sedimentary rocks","southern rocky mountain steppe-open woodland-coniferous forest-alpine meadow province","B"
"129241",1.1,2.8,7.800000191,10.1,28.7,14,"fine","granular","residual materials developed in carbonate rocks, discontinuous","central appalachian broadleaf forest-coniferous forest-meadow province","Ap"
"116222",1.4,1.3,5.5,23,22,40,"fine","subangular blocky","alluvial sediments, thick","sierran steppe-mixed forest-coniferous forest-alpine meadow province","A"
"95270",1,0.3,3.599999905,60.6,24.2,66.5,"medium","subangular blocky","residual materials developed in igneous and metamorphic rocks","sierran steppe-mixed forest-coniferous forest-alpine meadow province","B"
"147542",1.4,0.7,7.5,40,35,80,"fine","subangular blocky","residual materials developed in fine-grained sedimentary rocks","great plains-palouse dry steppe province","Bt"
"202752",1.2,1.2,7.199999809,24.7,34,41.5,"fine and medium","subangular blocky","glacial till sediments, mostly silty, discontinuous","great plains-palouse dry steppe province","Bt"
"132133",1.4,1.9,5.699999809,30.5,23,11.5,"medium and coarse","granular","colluvial sediments, discontinuous","central appalachian broadleaf forest-coniferous forest-meadow province","Ap"
"166435",1.9,0.1,4.599999905,14.9,24.5,57.5,"very coarse","prismatic","glacial till sediments, mostly silty, thin","laurentian mixed forest province","B"
"178788",1.1,1.2,8.399999619,15.6,32.1,42.5,"fine","granular","alluvial sediments, thick","southern rocky mountain steppe-open woodland-coniferous forest-alpine meadow province","Bk"
"87326",1,7.5,5.300000191,40.8,23.7,27.5,"fine","granular","alluvial sediments, thick","california dry steppe province","O"
"14124",1.3,2.4,7.400000095,24.7,35.5,8,"fine","subangular blocky","colluvial sediments and residual material","southwest plateau and plains dry steppe and shrub province","Ap"
"7015",1.4,0.1,7.199999809,10.1,48.6,148.5,"medium and coarse","angular blocky","coastal zone sediments, mostly fine-grained","southeastern mixed forest province","Bt"
"185664",1.3,1,7.800000191,20.3,42,67.5,"fine","granular","alluvial sediments, thick","middle rocky mountain steppe-coniferous forest-alpine meadow province","Bk"
"73352",1.4,0.2,6.800000191,0.7,31.8,55,"medium","subangular blocky","colluvial sediments, discontinuous","eastern broadleaf forest (continental) province","Bt"
"144592",1.5,0.5,5.300000191,20.3,25.7,37,"fine and medium","subangular blocky","colluvial sediments, discontinuous","central appalachian broadleaf forest-coniferous forest-meadow province","Bt"
"164457",1.6,0.4,8.100000381,0.3,39.6,125.5,"fine","angular blocky","lacustrine sediments","southern rocky mountain steppe-open woodland-coniferous forest-alpine meadow province","C"
"147233",0.6,13.6,3.900000095,5.2,56.3,16,"fine","granular","glacial till sediments, mostly sandy, thin","southern rocky mountain steppe-open woodland-coniferous forest-alpine meadow province","A"
"144628",1.4,0.5,5.900000095,19.9,21.1,41,"medium","subangular blocky","colluvial sediments, discontinuous","central appalachian broadleaf forest-coniferous forest-meadow province","E"
"190727",1.3,0.3,5.300000191,8.8,33.3,55,"medium","prismatic","proglacial sediments, mostly coarse-grained, thin","pacific lowland mixed forest province","Bt"
"106351",1,2.8,5.699999809,58.7,11,9,"very fine and fine","granular","residual materials developed in igneous and metamorphic rocks","nevada-utah mountains-semi-desert-coniferous forest-alpine meadow province","A"
"149567",1.5,1.6,5.599999905,3.7,44.2,7.5,"medium","granular","alluvial sediments, thin","prairie parkland (temperate) province","Ap"
"188363",1.2,3.5,6,7.5,32.2,10,"fine and medium","granular","glacial till sediments, mostly silty, thick","prairie parkland (temperate) province","Ap"
"723",1.3,0.3,8.100000381,11,20.8,71.5,"medium","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","southwest plateau and plains dry steppe and shrub province","Bk"
